"","name","FSC-H","SSC-H","FL1-H","FL3-H"
"DM13-0.5D-0.000H2O2-DHR","DM13-0.5D-0.000H2O2-DHR",7.68303129573507,7.82535280263413,5.3091405571104,1.76042974016061
"DM13-0.5D-0.001QQH2O2-DHR","DM13-0.5D-0.001QQH2O2-DHR",7.66134039439396,7.7929414071276,5.20129770049629,1.90027999065709
"DM13-0.5D-0.0025H2O2-DHR","DM13-0.5D-0.0025H2O2-DHR",7.66599176545246,7.79801355466079,5.25991916702213,1.8409790470711
"DM13-0.5D-0.005H2O2-DHR","DM13-0.5D-0.005H2O2-DHR",7.70469971022734,7.84319077806806,5.03282163313685,2.03185235059871
"DM13-0.5D-0.01H2O2-DHR","DM13-0.5D-0.01H2O2-DHR",7.64684198490127,7.73913575226769,5.37537350345389,1.95023193067439
"DM13-0.5D-0.025H2O2-DHR","DM13-0.5D-0.025H2O2-DHR",7.70296974636647,7.85506428001499,5.12560551248981,1.92181504662351
"DM13-0.5D-0.05H2O2-DHR","DM13-0.5D-0.05H2O2-DHR",7.65729631922688,7.74401070533434,5.43985610433338,1.79333151633489
"DM13-0.5D-0.075H2O2-DHR","DM13-0.5D-0.075H2O2-DHR",7.63053619452087,7.69906575316723,5.37486622388391,1.93240457763358
"DM13-0.5D-0.1H2O2-DHR","DM13-0.5D-0.1H2O2-DHR",7.71987553840194,7.90208212498948,5.65078686883179,1.87440786906407
