"","name","FSC-H","SSC-H","FL1-H","FL3-H"
"YPS163-H2O20.0-DHEDHR","YPS163-H2O20.0-DHEDHR",7.71750813835502,7.81283280896862,5.30949583273701,7.36218997914181
"YPS163-H2O20.025-DHEDHR","YPS163-H2O20.025-DHEDHR",7.70148143287645,7.68795947791608,4.45452316004473,6.60015112235241
"YPS163-H2O20.05-DHEDHR","YPS163-H2O20.05-DHEDHR",7.70970896419415,7.70050788281618,4.56269272356704,6.53413990052006
"YPS163-H2O20.075-DHEDHR","YPS163-H2O20.075-DHEDHR",7.701618690531,7.67865196327369,4.65390407863592,6.50603481963045
"YPS163-H2O20.2-DHEDHR","YPS163-H2O20.2-DHEDHR",7.68377093010806,7.74818932260172,5.13027228805695,6.7114939670062
