"","name","FSC-H","SSC-H","FL1-H","FL3-H"
"FM5-0.5D-0.001H2O2-DHR","FM5-0.5D-0.001H2O2-DHR",7.70948920995804,7.91027009090002,4.93843470024841,1.68639402027959
"FM5-0.5D-0.0025H2O2-DHR","FM5-0.5D-0.0025H2O2-DHR",7.71403650709805,7.90886890847533,4.96046013054181,1.67797092016887
"FM5-0.5D-0.005H2O2-DHR","FM5-0.5D-0.005H2O2-DHR",7.64257137267594,7.85029286774066,4.90242513429862,1.65622994621947
"FM5-0.5D-0.01H2O2-DHR","FM5-0.5D-0.01H2O2-DHR",7.64492472291147,7.89543191546302,4.94188041601427,1.71415143689246
"FM5-0.5D-0.025H2O2-DHR","FM5-0.5D-0.025H2O2-DHR",7.68919612860657,7.92353711340319,4.93867016377759,1.71873614738104
"FM5-0.5D-0.05H2O2-DHR","FM5-0.5D-0.05H2O2-DHR",7.59905916259047,7.79796586431721,4.84451046133084,1.66928863784956
"FM5-0.5D-0.075H2O2-DHR","FM5-0.5D-0.075H2O2-DHR",7.71353581361842,7.9166292916653,4.99948839915424,1.78244784539763
"FM5-0.5D-0.1H2O2-DHR","FM5-0.5D-0.1H2O2-DHR",7.69478880587681,7.88706940111915,5.13638632226718,1.85049402649839
"FM5-0.5D-0H2O2-DHR","FM5-0.5D-0H2O2-DHR",7.67209925853904,7.89177556833223,4.98556946657174,1.64105551747643
